Fund_Name,CIK,Series_CIK
Matrix Advisors Dividend Fund,0001679949,S000055262
Northern Lights Fund Trust IV - Moerus Worldwide Value Fund,0001644419,S000053886
Gotham Hedged Core Fund,0001388485,S000055227
Gotham Enhanced 500 Plus Fund,0001388485,S000055228
Gotham Defensive Long 500 Fund,0001388485,S000055425
Concorde Wealth Management Fund,0000822519,S000054433
Prudential Day One Income Fund,,
Prudential Day One 2020 Fund,,
Prudential Day One 2025 Fund,,
Prudential Day One 2030 Fund,,
Prudential Day One 2035 Fund,,
Prudential Day One 2040 Fund,,
Prudential Day One 2045 Fund,,
Prudential Day One 2050 Fund,,
Prudential Day One 2055 Fund,,
Prudential Day One 2060 Fund,,
Lord Abbett Global Equity Fund,0000898031,S000055621
Goldman Sachs GQG Partners International Opportunities Fund,0001557156,S000055738
MFS Lifetime 2060 Fund,0001330967,S000055287
Nationwide International Small Cap Fund,0001048702,S000055867
Nuveen Quant International Small Cap Equity Fund,0001084380,S000055721
GQG Partners Emerging Markets Equity Fund,0001593547,S000056013
Gotham Enhanced S&P 500 Index Fund,,
Glenmede Fund Inc. - Equity Income Portfolio,0000835663,S000055943
Invt. Managers Ser. Tr. II - ACR Intl. Qlty. Return (IQR) Fund,,
Lazard Real Assets Portfolio,0001033669,S000056012
DFA Global Small Company Portfolio,0000355437,S000055975
Capitol Series Trust - Canterbury Port. Thermostat Fund,,
Redwheel Global Emerging Equity Fund,0001593547,S000055328
HVIA Equity Fund,0001545440,S000054831
Victory Sophus Emerging Markets Fund,0000802716,S000053566
Victory RS Partners Fund,0000802716,S000053561
Victory RS Science & Technology Fund,,
Victory Port. - RS Mid Cap Growth Fund,,
Victory Global Energy Transition Fund,0000802716,S000053568
Victory RS Select Growth Fund,0000802716,S000053579
Victory RS Large Cap Alpha Fund,0000802716,S000053560
Victory RS Investors Fund,0000802716,S000053583
Victory RS Small Cap Growth Fund,0000802716,S000053581
Victory RS International Fund,0000802716,S000053564
Victory RS Value Fund,0000802716,S000053562
Victory RS Global Fund,0000802716,S000053563
Victory RS Growth Fund,0000802716,S000053559
AMG Yacktman Focused Fund - Security Selection Only,,
Impax Large Cap Fund,0000076721,S000055844
Applied Finance Select Fund,0001396092,S000054258
Clarkston Founders Fund,0001558107,S000053615
American Beacon ARK Transformational Innovation Fund,0000809593,S000056147
Vest US Large Cap 20% Buffer Strategies Fund,0001396092,S000055568
Vest US Large Cap 10% Buffer Strategies Fund,0001396092,S000053823
Osterweis Emerging Opportunity Fund,,
Hartford Global Impact Fund,0001006415,S000056288
F/m Investments Large Cap Focused Fund,,
Impax Global Sustainable Infrastructure Fund,0000076721,S000055846
Donoghue Forlines Momentum Fund,0001352621,S000053876
HCM Income Plus Fund,0001537140,S000055429
DSS AmericaFirst Large Cap Share Buyback Fund,,
Eaton Vance Parametric Volatility Risk Premium - Defensive Fd.,,
Polen International Growth Fund,0001388485,S000056022
WesMark Tactical Opportunity Fund,0001007226,S000056649
PGIM Jennison Small Cap Core Equity Fund,0001099692,S000055762
PGIM Quant Solutions Mid-Cap Core Fund,,
Fidelity Concord Street Trust - Flex 500 Index Fund,0000819118,S000056363
Fidelity Flex International Index Fund,0000035315,S000056355
Fidelity Flex Mid Cap Index Fund,0000035315,S000056358
Fidelity Flex Small Cap Index Fund,0000035315,S000056362
PGIM Quant Solutions Emerging Markets Equity Fund,0001099692,S000055763
PGIM Quant Solutions International Developed Markets Index Fd.,,
Taylor Frigon Core Growth Fund,0001103243,S000055970
Natixis Sustainable Future 2015 Fund,,
Goehring & Rozencwajg Resources Fund,,
Redwood Managed Municipal Income Fund,0001552947,S000056429
Transamerica Large Core,0000916943,S000054681
Transamerica Large Growth,0000916943,S000036912
Destinations Large Cap Equity Fund,0001688680,S000056100
Destinations Small Mid Cap Equity Fund,0001688680,S000056102
Destinations Equity Income Fund,0001688680,S000056104
Destinations International Equity Fund,0001688680,S000056103
Destinations Multi Strategy Alternatives Fund,0001688680,S000056101
Copeland SMID Cap Dividend Growth Fund,0001502745,S000056507
Russell Investment Co. - Multi-Asset Strategy Fund,0000351601,S000055522
Natixis Sustainable Future 2060 Fund,,
Lazard Global Managed Volatility CIT,,
Ashmore Emerging Markets Active Equity Fund,0001498498,S000055437
Natixis Sustainable Future 2040 Fund,,
Natixis Sustainable Future 2045 Fund,,
Fidelity SAI US Momentum Index Fund,,
Natixis Sustainable Future 2050 Fund,,
Natixis Sustainable Future 2055 Fund,,
Natixis Sustainable Future 2020 Fund,,
Natixis Sustainable Future 2025 Fund,,
Natixis Sustainable Future 2030 Fund,,
Natixis Sustainable Future 2035 Fund,,
WTCIT SPA Aggressive Portfolio,,
WTCIT SPA Balanced Portfolio,,
WTCIT SPA Growth Portfolio,,
WTCIT SPA Moderate Portfolio,,
Artisan Focus Fund,0000935015,S000056665
Transamerica Large Value Opportunities,0000916943,S000054683
Fidelity Contrafund K6,0000024238,S000057289
Fidelity Mid Cap Value K6 Fund,0000035341,S000057281
Fidelity Value Discovery K6 Fund,0000081205,S000057292
Fidelity Low Priced Stock K6 Fund,0000081205,S000057291
Series Portfolios Trust - Oakhurst Strategic Defined Risk Fund,0001650149,S000054556
Fidelity Flex Freedom Blend 2020 Fund,0000880195,S000056415
Fidelity Flex Freedom Blend  2055 Fund,0000880195,S000056410
Fidelity Flex Freedom Blend 2015 Fund,0000880195,S000056414
Fidelity Flex Freedom Blend 2025 Fund,0000880195,S000056416
Fidelity Flex Freedom Blend 2060 Fund,0000880195,S000056411
Fidelity Flex Freedom Blend 2030 Fund,0000880195,S000056417
Fidelity Flex Freedom Blend 2040 Fund,0000880195,S000056419
Fidelity Flex Freedom Blend Income Fund,0000880195,S000056412
Fidelity Blue Chip Growth K6 Fund,0000754510,S000057284
Fidelity Large Cap Stock K6 Fund,0000819118,S000057286
Fidelity Small Cap Stock K6 Fund,0000819118,S000057287
Fidelity Small Cap Growth K6 Fund,0000754510,S000057285
Fidelity Inv. Trust - Intl. Capital Appreciation K6 Fund,,
Fidelity International Sustainability Index Fund,0000035315,S000057365
Fidelity US Sustainability Index Fund,,
Fidelity Flex Freedom Blend 2035 Fund,0000880195,S000056418
Fidelity Flex Freedom Blend 2010 Fund,0000880195,S000056413
Fidelity Flex Freedom Blend 2045 Fund,0000880195,S000056420
Fidelity Flex Freedom Blend 2050 Fund,0000880195,S000056409
AlphaCentric Robotics & Automation Fund,,
Nationwide Loomis All Cap Growth Fund,0001048702,S000057621
American Beacon Diversified Fund,0001700933,S000057856
Driehaus Mutual Funds - Multi Asset Growth Economies Fund,,
DFA US High Relative Profitability Portfolio,,
DFA International High Relative Profitability Portfolio,0000355437,S000057238
AAMA Equity Fund,0000705318,S000057997
BlackRock GA Disciplined Volatility Equity Fund,0001323737,S000057851
GMO Climate Change Fund,0000772129,S000059787
Fidelity Growth Strategies K6 Fund,0000707823,S000057290
Fidelity Inv. Trust - Diversified International K6 Fund,,
T Rowe Price Retirement Income 2020 Fund,0001177017,S000057717
Artisan Global Discovery Fund,0000935015,S000058458
US Quality ESG Fund,,
Rainier International Discovery Series,0000751173,S000058080
Vanguard Target Retirement 2065 Fund,0000752177,S000056747
GuideStone Strategic Alternatives Fund,0001131013,S000057426
Upright Assets Allocation Plus Fund,0001058587,S000057858
Upright Growth & Income Fund,,
AB Sustainable US Thematic Portfolio,0000081443,S000056729
SCM Shelton International Select Equity Fund,0000836267,S000055315
Transamerica ClearTrack 2060,0000787623,S000058130
Transamerica ClearTrack 2055,0000787623,S000058129
BlackRock GA Dynamic Equity Fund,0001323737,S000057852
Northern Lights Fund Trust II - Balter Invenomic Fund,,
Carillon Chartwell Small Cap Growth Fund,0000897111,S000075963
First Sentier Global Listed Infrastructure Fund,0001027596,S000056566
Lazard Equity Franchise Portfolio,0001033669,S000059092
Penn Capital Short Duration High Income Fund,0001618627,S000058052
AQR Alternative Risk Premia Fund,0001444822,S000058563
Transamerica Balanced II,0000916943,S000054678
Virtus Ceredex Large Cap Value Equity Fund,0001018593,S000057022
Vanguard Real Estate II Index Fund,0000106444,S000059086
Virtus Ceredex Mid Cap Value Equity Fund,0001018593,S000057033
Virtus Silvant Large Cap Growth Stock Fund,0001018593,S000057037
Virtus SGA International Growth Fund,0001018593,S000057039
Congress Small Cap Growth Fund,0000811030,S000058028
Pear Tree Essex Environmental Opportunities Fund,0000722885,S000072022
PGIM 60/40 Allocation Fund,,
"Principal Funds, Inc. - LifeTime 2065 Fund",,
Voya 529 IA Age 0-5 Option,,
Voya 529 IA Age 6-10 Option,,
Voya 529 IA Age 11-15 Option,,
Voya 529 IA Age 16-17 Option,,
Voya 529 IA Age 18 Plus Option,,
"Principal Funds, Inc. - LifeTime Hybrid 2065 Fund",,
American Beacon Shapiro Equity Opportunities Fund,0000809593,S000058551
American Beacon Shapiro SMID Cap Equity Fund,0000809593,S000058550
Fidelity Inv. Trust - Series Canada Fund,,
VanEck Morningstar Wide Moat Fund,0000768847,S000059554
NYLI Candriam Emerging Markets Equity Fund,0001469192,S000059215
Eventide Dividend Growth Fund,0001355064,S000059102
Touchstone Strategic Trust - Large Cap Focused Fund,0000711080,S000059010
Touchstone Strategic Trust - Balanced Fund,0000711080,S000059009
Touchstone Strategic Trust - International Equity Fund,0000711080,S000035685
Touchstone Strategic Trust - Small Company Fund,0000711080,S000059011
Driehaus Mutual Funds - Small Cap Growth Fund,0001016073,S000032990
Steward Covered Call Income Fund,0000092500,S000059856
Baillie Gifford International Concentrated Growth Equities Fd.,,
Horizon Defined Risk Fund,0001643174,S000055167
American Funds College 2036 Fund,0001547011,S000061332
Voya 529 Balanced Option,,
Goldman Sachs Energy Infrastructure Fund,0000822977,S000058984
Carillon Eagle Growth & Income Fund,,
Carillon ClariVest Capital Appreciation Fund,0000897111,S000058957
Centre Global Infrastructure Fund,0001643174,S000055251
John Hancock Classic Value Fund,0001329954,S000015905
Carillon Scout Mid Cap Fund,0000897111,S000058963
Carillon Chartwell Small Cap Fund,0000897111,S000058964
Vanguard Global Wellesley Income Fund,0000052848,S000059218
Vanguard Global Wellington Fund,0000052848,S000059219
Hartford Schroders Emerging Markets Equity Fund,0000049905,S000054853
Vest S&P 500 Dividend Aristocrats Target Income Fund,,
Hartford Schroders International Stock Fund,0000049905,S000054857
Hartford Schroders International Multi Cap Value Fund,0000049905,S000054858
Hartford Schroders US Small Cap Opportunities Fund,0000049905,S000054859
Hartford Schroders US Mid Cap Opportunities Fund,,
Macquarie Global Allocation Fund,0000883622,S000058121
RiskPro Dynamic 0-10 Fund,,
PFG Meeder Tactical Strategy Fund,0001314414,S000058601
PFG BNY Mellon Diversifier Strategy Fund,0001314414,S000058594
PFG MFS Aggressive Growth Strategy Fund,0001314414,S000058606
Kinetics Spin-off & Corporate Restructuring Fund (The),,
Donoghue Forlines Risk Managed Income Fund,0001314414,S000059058
Saratoga Adv. Trust - Agg. Balanced Allocation Portfolio,,
FullerThaler Behavioral Small-Cap Growth Fund,0001587551,S000060086
FullerThaler Behavioral Mid-Cap Value Fund,0001587551,S000060087
Saratoga Adv. Trust - Moderately Agg. Balanced Allocation,,
Saratoga Adv. Trust - Moderate Balanced Allocation,,
Saratoga Adv. Trust - Moderately Con. Bal. Alloc.,,
Saratoga Adv. Trust - Conservative Balanced Alloc.,,
Brown Advisory Beutel Goodman Large Cap Value Fund,0001548609,S000061323
Virtus KAR Small Mid Cap Core Fund,0000034273,S000061485
Ninety One Global Franchise Fund,0000809593,S000058150
MassMutual Select T Rowe Price Retirement Bal. Fund,,
Fidelity Advisor 529 Portfolio 2037,,
Aspiriant Risk-Managed Taxable Bond Fund,0001534881,S000059404
Martin Currie SMASh Series EM Fund,0001474103,S000060200
Schwab US Large Cap Growth Index Fund,,
Schwab US Large Cap Value Index Fund,,
Schwab US Mid Cap Index Fund,,
Alger Funds - 35 Fund,0000003521,S000061618
Northern Lights Fund Trust IV - LGM Risk Managed TR Fund,,
Nuveen Global Real Estate Securities Fund,0001380786,S000061500
Brown Advisory Mid Cap Growth Fund,0001548609,S000058723
Fidelity SAI US Value Index Fund,,
Fidelity SAI International Value Index Fund,0000035315,S000059762
Recurrent MLP & Infrastructure Fund,,
Glenmede Fund Inc. - Quan. US Large Cap Value Equity Portfolio,,
Glenmede Fund Inc. - Quan. US Small Cap Equity Portfolio,,
SEI Institutional Invt. Trust - US Equity Factor Alloc. Fund,,
SEI Institutional Managed Trust - Large Cap Index Fund,0000804239,S000061211
Voya 529 WI Intermediate Bond Option,,
Voya 529 WI Multi Manager Mid Cap Value Option,,
Voya 529 WI Age 0-4 Option,,
Voya 529 WI Age 16 Option,,
Columbia Multi Manager International Equity Strategies Fund,0000773757,S000061733
Polen US Small Company Growth Fund,,
Counterpoint Tactical Municipal Fund,0001537140,S000061857
PGIM Jennison Technology Fund,0001051562,S000062123
Brandes Small Cap Value Fund,0001806095,S000059099
Empower Emerging Markets Equity Fund,0000356476,S000059774
RBC Emerging Markets Value Equity Fund,0001272950,S000059741
Empower Core Strategies: US Equity Fund,,
Empower Core Strategies: International Equity Fund,0000356476,S000061891
Pax Global Opportunities Fund,,
Fidelity Strategic Advisers US Total Stock Fund,,
PFG JP Morgan Tactical Aggressive Strategy Fund,,
PFG JP Morgan Tactical Moderate Strategy Fund,,
Redwood AlphaFactor Tactical International Fund,0001552947,S000059550
Redwood Systematic Macro Trend Fund,0001552947,S000059551
Pzena International Small Cap Value Fund,0001027596,S000062254
Donoghue Forlines Tactical Allocation Fund,0001314414,S000061654
GuidePath Conservative Income Fund,0001504079,S000061596
GuidePath Growth & Income Fund,,
GuidePath Income Fund,0001504079,S000061596
Six Circles International Unconstrained Equity Fd.,,
Six Circles US Unconstrained Equity Fund,,
Cargile Fund,0001103243,S000062392
Vanguard Wellington Fund - US Multifactor Fund,,
RMB International Fund,0000030126,S000060194
Reinhart Genesis PMV Fund,0001511699,S000055903
Fidelity ZERO Total Market Index Fund,0000035315,S000063106
Fidelity ZERO International Index Fund,0000035315,S000063105
AB All China Equity Portfolio,0000081443,S000062452
Fidelity Series International Index Fund,0000215829,S000062806
Fidelity Series Large Cap Growth Index Fund,0000035315,S000062810
Morningstar Funds Trust - Global Opportunistic Equity Fund,0001699360,S000057734
Fidelity Series Emerging Markets Fund,0000744822,S000031547
Baron Durable Advantage Fund,0000810902,S000060168
Baron Real Estate Income Fund,0001217673,S000060170
Baron WealthBuilder Fund,0001217673,S000060172
Spyglass Growth Fund,0001359057,S000060175
BTS Managed Income Fund,0001314414,S000061476
Hardman Johnston International Growth Fund,0001359057,S000061218
Catalyst Buffered Shield Fund,0001355064,S000058618
Morningstar Funds Trust - Global Income Fund,0001699360,S000057729
Morningstar Funds Trust - US Equity Fund,,
Morningstar Funds Trust - International Equity Fund,0001699360,S000057728
Emerging Markets Sustainability Core 1 Portfolio,0000355437,S000060925
MassMutual Select T Rowe Price Retirement 2055 Fund,0000916053,S000061104
MassMutual Select T Rowe Price Retirement 2040 Fund,0000916053,S000061121
MassMutual Select T Rowe Price Retirement 2035 Fund,0000916053,S000061120
Fidelity Freedom Blend 2055 Fund,0000880195,S000056410
Fidelity Freedom Blend 2015 Fund,0000880195,S000056414
Fidelity Freedom Blend Income Fund,0000880195,S000056412
Fidelity Freedom Blend 2045 Fund,0000880195,S000056420
Fidelity Freedom Blend 2050 Fund,0000880195,S000056409
Fidelity Freedom Blend 2060 Fund,0000880195,S000056411
Fidelity Freedom Blend 2010 Fund,0000880195,S000056413
Thrivent Small Cap Growth Fund,0000790166,S000001354
Morgan Stanley Pathway Alternative Strategies Fund,0000875186,S000060155
MassMutual Select T Rowe Price Retirement 2030 Fund,0000916053,S000061119
MassMutual Select T Rowe Price Retirement 2025 Fund,0000916053,S000061118
Fidelity Freedom Blend 2030 Fund,0000880195,S000056417
Fidelity Freedom Blend 2020 Fund,0000880195,S000056415
Fidelity Freedom Blend 2025 Fund,0000880195,S000056416
Fidelity Freedom Blend 2035 Fund,0000880195,S000056418
Fidelity Freedom Blend 2040 Fund,0000880195,S000056419
MassMutual Select T Rowe Price Retirement 2010 Fund,0000916053,S000061115
MassMutual Select T Rowe Price Retirement 2015 Fund,0000916053,S000061116
MassMutual Select T Rowe Price Retirement 2020 Fund,0000916053,S000061117
MassMutual Select T Rowe Price Retirement 2045 Fund,0000916053,S000061102
MassMutual Select T Rowe Price Retirement 2050 Fund,0000916053,S000061103
MassMutual Select T Rowe Price Retirement 2060 Fund,0000916053,S000061105
MassMutual Select T Rowe Price Retirement 2005 Fund,0000916053,S000061112
MassMutual Select T Rowe Price International Equity Fund,0000916053,S000061114
MassMutual Select T Rowe Price Large Cap Blend Fund,0000916053,S000061108
MassMutual Select T Rowe Price Real Assets Fund,0000916053,S000061110
MassMutual Select T Rowe Price Small & Mid Cap Blend Fund,,
Ranger Micro Cap Fund,0001524348,S000033850
Columbia Overseas Core Fund,0001413032,S000061338
Adler Value Fund,0001545440,S000062564
Fidelity ZERO Large Cap Index Fund,0000819118,S000063104
Fidelity ZERO Extended Market Index Fund,0000819118,S000063103
Goldman Sachs ESG Emerging Markets Equity Fund,0000822977,S000057205
Center Coast Brookfield Midstream Focus Fund,0001520738,S000059105
Gabelli Global Financial Services Fund (The),0000877670,S000062891
Transamerica International Stock,0000787623,S000062055
Gabelli Global Mini Mites Fund,0000909504,S000063160
GQG Partners US Select Quality Equity Fund,0001593547,S000063192
UBS Engage For Impact Fund,0000886244,S000063381
Strategic Advisers Fidelity Emerging Markets Fund,0001364924,S000063170
Baird Small/Mid Cap Growth Fund,,
Federated Hermes SDG Engagement Equity Fund,0001707560,S000063461
CIBC Atlas Equity Income Fund,0000878719,S000059859
Symmetry Panoramic US Equity Fund,0001552947,S000062179
Symmetry Panoramic US Fixed Income Fund,0001552947,S000062180
Symmetry Panoramic Global Equity Fund,0001552947,S000062174
Symmetry Panoramic Tax-Managed Global Equity Fund,0001552947,S000062178
Symmetry Panoramic Municipal Fixed Income Fund,0001552947,S000062177
Symmetry Panoramic Global Fixed Income Fund,0001552947,S000062175
Symmetry Panoramic International Equity Fund,0001552947,S000062176
Symmetry Panoramic Alternatives Fund,0001552947,S000062173
Baron Health Care Fund,0001217673,S000061847
abrdn Global Infrastructure Fund,0001413594,S000061518
abrdn Realty Income & Growth Fund,,
abrdn Dynamic Dividend Fund,0001413594,S000061517
Swan Defined Risk Growth Fund,0001537140,S000063531
Wilmington Trust CIT - ClearBridge Large Cap Growth CIT,,
LSV Emerging Markets Equity Fund,0000878719,S000062890
Ninety One Emerging Markets Equity Fund,0000809593,S000063565
American Century Non-US Intrinsic Value Fund,,
Virtus KAR Long/Short Equity Fund,,
JPMorgan Trust IV - Emerging Markets Research Enhanced Equity,0001659326,S000063496
"Capitol Series Trust - Reynders, McVeigh Core Equity Fund",0001587551,S000063664
FS Chiron Real Asset Fund,0001691167,S000063706
Mondrian Global Listed Infrastructure Fund,0001651872,S000063813
FullerThaler Behavioral Unconstrained Equity Fund,0001587551,S000063936
Dana Epiphany Equity Fund,0001437249,S000063526
Mesirow Small Company Fund,0001593547,S000063587
Baillie Gifford International Smaller Companies Fund,0001120543,S000063922
FullerThaler Behavioral Small-Mid Core Equity Fund,0001587551,S000063935
BlackRock China A Opportunities Fund,0000844779,S000063942
Mutual of America Invt. Corp. - 2060 Retirement Fund,,
Mutual of America Invt. Corp. - Small Cap Equity Index Fund,,
Ocean Park Tactical Municipal Fund,0001314414,S000064014
Lazard International Quality Growth Portfolio,0001033669,S000064063
Mirova International Sustainable Equity Fund,0000770540,S000063873
Seven Canyons World Innovators Fund,0001558107,S000061938
FullerThaler Behavioral Micro-Cap Equity Fund,0001587551,S000063934
Morgan Stanley Instl. Fund - Global Endurance Portfolio,,
ACM Tactical Income Fund,0001537140,S000063975
Acclivity Small Cap Value Fund,0001518042,S000063456
CIBC Atlas All Cap Growth Fund,0000878719,S000059860
Frontier MFG Global Sustainable Fund,0001014913,S000063792
Fidelity SAI Emerging Markets Low Volatility Index Fund,0000035315,S000063743
Six Circles Managed Equity Portfolio US Unconstrained Fund,,
Six Circles Managed Equity Portfolio Intl. Unconstrained Fund,,
Nicholas Partners Small Cap Growth Fund,0001593547,S000064409
American Beacon IMC International Small Cap Fund,,
Lord Abbett Focused Growth Fund,0000898031,S000012541
Pear Tree Polaris International Opportunities Fund,0000722885,S000064782
JPMorgan Trust IV - International Hedged Equity Fund,0001659326,S000063497
Seven Canyons Strategic Global Fund,0001558107,S000061937
Capitol Series Trust - Alta Quality Growth Fund,0001587551,S000063921
Series Portfolios Trust - Equable Shares Large Cap Fund,,
Fidelity Founders Fund,0000819118,S000064789
Harbor International Core Fund,0000793769,S000064886
Lazard International Equity CIT,,
Emerging Markets Targeted Value Portfolio,0000355437,S000063188
Castle Tandem Fund,0001103243,S000065065
Russell Investment Co. - Tax-Managed Real Assets Fund,0000351601,S000064943
GQG Partners Global Quality Equity Fund,0001593547,S000065108
Goldman Sachs Small Cap Growth Fund,0000822977,S000061413
Gabelli Innovations Trust - Pet Parents Fund,0001760567,S000064857
JPMorgan Equity Premium Income Fund,0001659326,S000062679
Nationwide Mutual Funds - AllianzGI International Growth Fund,,
Fidelity Inv. Trust - SAI International SMA Completion Fund,,
Capitol Series Trust - Guardian Dividend Growth Fund,0001587551,S000065242
Morgan Stanley Instl. Fund - Global Permanence Portfolio,,
John Hancock International Dynamic Growth Fund,0000022370,S000065244
Calamos Timpani Small Cap Growth Fund,0000826732,S000065224
TFA Tactical Income Fund,0001843263,S000071480
LKCM Funds - International Equity Fund,0000918942,S000065295
Empower Lifetime 2060 Fund,0000356476,S000063745
Fidelity Women's Leadership Fund,0000225322,S000065255
BlackRock Small Cap Index VI Fund,,
Invesco Main Street Fund,0000896435,S000064631
Invesco Fundamental Alternatives Fund,0000826644,S000064696
Invesco Capital Appreciation Fund,0000896435,S000064654
Invesco International Small-Mid Company Fund,0000880859,S000064623
Invesco Main Street Small Cap Fund,0000896435,S000064650
Invesco Developing Markets Fund,0000826644,S000064706
Invesco Discovery Fund,0001317146,S000064618
Invesco Discovery Mid Cap Growth Fund,0000896435,S000064710
Invesco Global Allocation Fund,0000896435,S000064695
Invesco SteelPath MLP Alpha Fund,0000826644,S000064699
Invesco SteelPath MLP Alpha Plus Fund,0000826644,S000064701
Invesco Global Focus Fund,0000880859,S000064622
Invesco SteelPath MLP Income Fund,0000826644,S000064700
Invesco Active Allocation Fund,0000202032,S000064645
Invesco SteelPath MLP Select 40 Fund,0000826644,S000064698
Invesco Select Risk: Conservative Investor Fund,0000202032,S000064647
Invesco Global Fund,0000933691,S000014560
Invesco Select Risk: High Growth Investor Fund,0000202032,S000064646
Invesco Select Risk Moderate Investor Fund,0000202032,S000064648
Invesco Main Street All Cap Fund,0000105377,S000064631
Invesco Main Street Mid Cap Fund,0000896435,S000064651
Invesco Advantage International Fund,0000826644,S000000473
Invesco Gold & Special Minerals Fund,,
Invesco Global Opportunities Fund,0001378872,S000064625
Invesco Global Strategic Income Fund,0000896435,S000064708
Invesco International Diversified Fund,0000202032,S000064649
Invesco Oppenheimer International Growth Fund,0000896435,S000064628
Franklin Growth Allocation Age 5-8 Years 529 Portfolio,,
Franklin Growth Allocation Age 11-12 Years 529 Portfolio,,
Franklin Growth Allocation Age 15-16 Years 529 Portfolio,,
Franklin Growth Allocation Age 19+ Years 529 Portfolio,,
Invesco Rising Dividends Fund,0000105377,S000064633
Anchor Risk Managed Global Strategies Fund,0001644419,S000064073
Invesco Comstock Select Fund,0000725781,S000064612
Vanguard Global ESG Select Stock Fund,0000734383,S000065529
Kensington Managed Income Fund,0001511699,S000065569
CIBC Atlas International Growth Fund,0000878719,S000065635
Allspring Special International Small Cap Fund,0001081400,S000065488
Franklin Templeton SMACS: Series E,0000872625,S000065649
BlackRock International Index VI Fund,,
Fidelity International Discovery K6 Fund,0000744822,S000065699
Fidelity OTC K6 Portfolio,0000754510,S000065698
Fidelity Equity-Income K6 Fund,0000035341,S000065694
Fidelity Mid Cap Stock K6 Fund,0000819118,S000065697
Alger Funds - Alger Mid Cap Focus Fund,0000092751,S000063650
Fidelity Magellan K6 Fund,0000061397,S000065695
Horizon Multi-Factor U.S. Equity Fund,0001643174,S000065864
Horizon ESG & Defensive Core Fund,,
KBI Global Investors Aquarius Fund,0001593547,S000063187
Diamond Hill International Fund,0001032423,S000065011
Fidelity Freedom Blend 2065 Fund,0000880195,S000065623
Fidelity Freedom Index 2065 Fund,0000880195,S000065626
Fidelity Advisor Freedom 2065 Fund,0000880195,S000065622
Fidelity Freedom 2065 Fund,0000880195,S000065622
Fidelity Flex Freedom Blend 2065 Fund,0000880195,S000065623
Ancora Dividend Value Equity Fund,0001260667,S000065262
Fidelity Growth Company K6 Fund,0000707823,S000065696
Lord Abbett Health Care Fund,0000898031,S000064462
Fidelity Mid Cap Value Index Fund,0000035315,S000065749
Fidelity Mid Cap Growth Index Fund,0000035315,S000065748
Fidelity Small Cap Growth Index Fund,0000035315,S000065750
Fidelity Small Cap Value Index Fund,0000035315,S000065751
Tributary Small/Mid Cap Fund,,
Calamos Timpani SMID Growth Fund,0000826732,S000065991
AlphaCentric Symmetry Strategy Fund,0001355064,S000066020
Lord Abbett Focused Large Cap Value Fund,0000898031,S000064833
NJBest S&P 500 Index 529 Portfolio,,
RMB SMID Cap Fund,0000030126,S000065671
Fidelity Managed Retirement 2030 Fund,0000751199,S000066139
GMO US Small Cap Value Fund,,
Monteagle Opportunity Equity Fund,0001045701,S000065162
Tactical Growth Allocation Fund,0001843263,S000064925
Ocean Park Tactical Bond Fund,0001314414,S000066392
Catholic Investor Knights of Columbus Real Estate Fund,,
Calvert Emerging Markets Advancement Fund,0000884110,S000066644
Wasatch Global Select Fund,0000806633,S000066240
Quantified Common Ground Fund,0001556505,S000066115
Wasatch International Select Fund,0000806633,S000066241
Grandeur Peak Global Contrarian Fund,0001965454,S000066520
Macquarie Opportunity Fund,0000778108,S000065918
Macquarie Growth and Income Fund,0000778108,S000065929
Vanguard International Core Stock Fund,0000932471,S000066700
BlackRock LifePath Index 2065 Fund,0000893818,S000069123
BlackRock LifePath Dynamic 2065 Fund,0000893818,S000066172
WCM SMID Quality Value Fund,0001318342,S000066861
WCM Small Cap Growth Fund,0001318342,S000051068
Knights of Columbus Long/Short Equity Fund,,
Catholic Investor US All Cap Index Fund,,
Virtus SGA Global Growth Fund,0000034273,S000064774
William Blair Small-Mid Cap Core Fund,0000822632,S000066499
DFA Global Social Core Equity Portfolio,0000355437,S000066958
Coho Relative Value ESG Fund,0001511699,S000067007
Alpha Fiduciary Quantitative Strategy Fund,0001103243,S000066397
Nationwide BNY Mellon Dynamic U.S. Equity Income Fund,0000353905,S000066380
AlphaCentric LifeSci Healthcare Fund,,
Federated Hermes International Growth Fund,0001707560,S000066203
Federated Hermes Emerging Markets Equity Fund,0000745968,S000066201
Federated Hermes International Equity Fund,0000742286,S000065852
Fidelity Infrastructure Fund,0000744822,S000066805
Fidelity US Low Volatility Equity Fund,,
Prudential Day One 2065 Fund,,
Transamerica Emerging Markets Equity,0000787623,S000036911
Harbor Mid Cap Fund,0000793769,S000067063
Baron Fin Tech Fund,,
Acclivity Mid Cap Multi-Style Fund,0001518042,S000063454
Q3 All-Season Sector Rotation Fund,,
Archer Focus Fund,0001477491,S000067291
Archer Multi Cap Fund,0001477491,S000067292
Towpath Focus Fund,0001368578,S000067243
Towpath Technology Fund,0001368578,S000067244
FMI International Fund II - Currency Unhedged,0001023391,S000067413
Grandeur Peak US Stalwarts Fund,0001965454,S000067354
Standpoint Multi-Asset Fund,0001199046,S000066994
Avantis International Equity Fund,0001710607,S000066463
Avantis Emerging Markets Equity Fund,0001710607,S000066462
Avantis US Small Cap Value Fund,,
Avantis International Small Cap Value Fund,0001710607,S000066455
